1	1	18	0	0	0	1	8	0	0	
0	1	3	0	0	1	0	3	0	0	
0	1	3	0	0	2	1	9	0	0	
0	1	26	0	0	1	1	16	0	0	
0	1	13	0	0	1	1	24	0	0	
1	1	18	0	0	0	1	20	0	0	
0	1	28	0	0	0	1	8	0	0	
1	0	3	0	0	0	0	29	0	0	
1	1	13	0	0	1	1	10	0	0	
0	0	21	0	0	1	0	40	0	0	
0	1	3	0	0	1	1	2	0	0	
1	1	9	0	0	0	1	23	0	0	
1	1	9	0	0	2	1	36	0	0	
0	0	24	0	0	1	0	4	0	0	
0	0	23	0	0	1	0	16	0	0	
0	1	33	0	0	1	1	42	0	0	
0	1	33	0	0	2	1	19	0	0	
0	1	1	0	0	1	0	10	0	0	
0	1	1	0	0	0	0	16	0	0	
0	0	14	0	0	2	0	13	0	0	
0	0	14	0	0	1	1	2	0	0	
0	0	14	0	0	0	0	6	0	0	
1	1	2	1	0	2	1	20	0	0	
0	0	33	0	0	1	0	23	0	0	
0	1	16	0	0	1	1	5	0	0	
0	1	13	0	0	1	1	25	0	0	
0	1	9	0	0	1	1	10	0	0	
0	1	9	0	0	1	1	7	0	0	
1	1	13	0	0	0	1	10	0	0	
0	0	4	0	0	1	0	43	0	0	
0	1	1	1	0	1	0	4	0	0	
0	1	1	1	0	1	1	4	0	0	
1	0	4	0	0	0	1	2	0	0	
0	1	11	0	0	2	0	47	0	0	
0	1	11	0	0	1	0	16	0	0	
0	1	11	0	0	1	0	19	0	0	
0	1	15	0	0	1	1	25	0	0	
0	0	24	0	0	1	0	4	0	0	
0	0	12	0	0	1	1	20	0	0	
0	1	15	0	0	1	1	48	0	0	
1	0	15	0	0	0	0	2	1	0	
1	0	15	0	0	0	1	3	0	0	
0	0	34	0	0	1	0	34	0	0	
0	0	34	0	0	2	0	41	0	0	
1	0	2	0	0	0	0	23	0	0	
0	1	2	0	0	1	1	6	0	0	
0	1	2	0	0	2	0	25	0	0	
1	0	12	0	0	2	0	7	0	0	
1	0	12	0	0	2	1	5	0	0	
0	0	26	0	0	1	0	38	0	0	
1	0	32	0	0	0	0	24	0	0	
1	0	32	0	0	1	0	16	0	0	
1	0	37	0	0	2	0	7	0	0	
1	0	37	0	0	0	0	34	0	0	
1	0	37	0	0	2	0	34	0	0	
0	0	5	0	0	1	1	26	0	0	
0	0	5	0	0	2	0	3	0	0	
1	0	12	0	0	0	0	14	0	0	
1	0	12	0	0	1	0	10	0	0	
1	0	27	0	0	2	0	22	0	0	
1	0	39	0	0	0	0	46	0	0	
1	0	14	0	0	0	0	4	0	0	
1	0	14	0	0	1	1	4	0	0	
1	0	14	0	0	0	0	2	0	0	
0	0	34	0	0	1	0	31	0	0	
1	1	2	0	0	0	0	7	0	0	
1	0	1	0	0	2	0	21	0	0	
0	0	11	0	0	1	0	1	0	0	
0	0	11	0	0	0	1	6	0	0	
1	0	67	0	0	0	0	76	0	0	
0	0	10	0	0	2	0	8	0	0	
0	0	36	0	0	1	0	20	0	0	
0	0	26	0	0	2	1	13	0	0	
1	0	3	0	0	0	1	6	0	0	
1	0	33	0	0	0	0	36	0	0	
1	0	33	0	0	0	0	42	0	0	
1	0	20	0	0	0	0	7	0	0	
1	1	8	0	0	2	1	15	0	0	
0	0	16	0	0	1	1	8	0	0	
1	1	50	0	0	2	1	64	0	0	
1	1	50	0	0	0	1	60	0	0	
0	1	4	0	0	1	1	6	0	0	
0	1	4	0	0	2	1	16	0	0	
0	1	14	0	0	2	1	29	0	0	
0	1	5	0	0	1	1	44	0	0	
0	0	21	0	0	1	1	14	0	0	
1	1	9	0	0	0	1	12	0	0	
0	0	13	0	0	1	1	2	0	0	
1	1	51	0	0	2	1	36	0	0	
1	0	21	0	0	2	1	5	0	0	
0	0	30	0	0	1	0	8	0	0	
1	1	14	0	0	0	0	6	0	0	
1	1	14	0	0	0	1	6	0	0	
1	1	4	0	0	0	0	25	0	0	
1	1	4	0	0	2	0	41	0	0	
0	1	23	0	0	1	1	25	0	0	
0	1	8	0	0	1	1	2	0	0	
1	1	33	0	0	2	1	15	0	0	
1	1	33	0	0	2	1	12	0	0	
0	1	27	0	0	1	1	27	0	0	
0	1	33	0	0	1	1	18	0	0	
1	1	21	0	0	0	1	7	0	0	
1	1	6	0	0	0	1	8	1	0	
1	1	17	0	0	0	1	13	0	0	
1	1	9	0	0	0	0	25	0	0	
1	1	9	0	0	2	0	10	0	0	
0	1	5	0	0	1	1	25	0	0	
1	1	7	0	0	0	1	6	0	0	
1	1	7	0	0	1	0	5	1	0	
0	1	29	0	0	1	0	4	1	0	
1	1	26	0	0	0	1	5	0	0	
1	1	26	0	0	1	1	25	0	0	
1	1	13	0	0	0	1	10	0	0	
1	1	13	0	0	0	1	8	0	0	
0	0	26	0	0	1	0	20	0	0	
0	0	26	0	0	2	0	23	0	0	
1	1	22	0	0	2	1	25	0	0	
1	1	52	0	0	0	1	33	0	0	
1	1	52	0	0	1	0	3	0	0	
0	0	33	0	0	1	0	23	0	0	
1	1	45	0	0	1	1	21	0	0	
1	1	15	0	0	0	1	2	0	0	
1	1	31	0	0	0	1	5	0	0	
1	0	32	0	0	0	0	26	0	0	
0	1	22	0	0	1	1	15	0	0	
1	0	5	0	0	0	1	15	0	0	
0	1	1	0	0	1	0	4	0	0	
0	1	1	0	0	1	1	3	0	0	
1	0	8	0	0	0	0	49	0	0	
1	0	8	0	0	1	0	14	0	0	
0	0	6	0	0	1	0	10	0	0	
0	1	9	0	0	1	1	9	0	0	
0	1	1	0	0	1	1	14	0	0	
0	1	3	0	0	1	1	18	0	0	
1	0	17	0	0	0	0	12	0	0	
1	0	17	0	0	1	0	6	0	0	
0	0	18	0	0	1	1	3	1	0	
0	0	18	0	0	1	1	13	0	0	
0	0	11	0	0	1	0	4	0	0	
0	0	37	0	0	1	0	53	0	0	
0	0	37	0	0	0	0	47	0	0	
0	0	14	0	0	2	0	18	0	0	
0	1	11	0	0	1	1	8	0	0	
0	1	11	0	0	2	0	5	0	0	
1	0	15	0	0	0	0	29	0	0	
1	0	22	0	0	0	0	40	0	0	
0	0	15	0	0	0	0	19	0	0	
1	0	11	0	0	0	1	6	0	0	
1	0	15	0	0	0	0	15	0	0	
1	0	3	1	0	0	1	9	1	0	
1	0	20	0	0	1	0	12	0	0	
1	0	20	0	0	1	1	6	0	0	
0	0	32	0	0	1	0	19	0	0	
0	0	2	0	0	2	1	3	0	0	
1	0	13	0	0	0	0	1	0	0	
1	0	13	0	0	0	0	9	0	0	
0	0	5	1	0	1	0	2	0	0	
0	0	38	0	0	1	0	33	0	0	
1	0	30	0	0	0	0	36	0	0	
1	0	30	0	0	0	0	23	0	0	
0	0	27	0	0	1	0	25	0	0	
0	0	27	0	0	0	0	10	0	0	
0	1	14	0	0	1	1	15	0	0	
1	1	24	0	0	2	1	11	0	0	
1	1	28	0	0	2	1	14	0	0	
1	1	21	0	0	2	1	9	0	0	
1	1	11	0	0	0	1	7	0	0	
1	0	2	1	0	0	1	3	0	0	
1	0	25	0	0	0	0	24	0	0	
0	0	6	0	0	0	0	17	0	0	
0	0	6	0	0	1	0	12	0	0	
0	0	6	0	0	2	0	11	0	0	
0	1	12	0	0	1	1	6	0	0	
0	1	12	0	0	2	1	5	0	0	
2	0	47	0	0	1	0	16	0	0	
2	0	47	0	0	1	0	19	0	0	
1	0	9	0	0	0	0	1	0	0	
1	0	9	0	0	2	1	1	1	0	
1	0	9	0	0	2	1	8	0	0	
0	1	20	0	0	1	1	6	0	0	
1	1	6	0	0	0	1	15	0	0	
0	1	30	0	0	1	1	36	0	0	
0	1	30	0	0	1	1	27	0	0	
0	1	3	1	0	1	1	1	0	0	
0	1	18	0	0	1	1	24	0	0	
0	0	33	0	0	1	0	25	0	0	
1	0	29	0	0	1	0	37	0	0	
0	0	4	0	0	2	1	6	0	0	
0	0	12	0	0	1	0	28	0	0	
0	0	2	0	0	1	1	16	0	0	
0	0	57	0	0	1	0	33	0	0	
1	1	4	0	0	0	0	26	0	0	
1	1	11	0	0	0	1	25	0	0	
1	0	10	0	0	0	0	9	0	0	
1	1	8	0	0	0	0	8	0	0	
0	0	28	0	0	1	0	44	0	0	
0	1	3	0	0	1	1	37	0	0	
0	1	3	0	0	1	1	27	0	0	
0	1	9	0	0	1	0	5	0	0	
0	1	9	0	0	2	0	6	0	0	
1	1	10	0	0	1	1	4	0	0	
1	1	10	0	0	2	1	17	0	0	
2	1	9	0	0	0	0	2	0	0	
1	1	11	0	0	0	1	30	0	0	
1	0	7	0	0	2	1	11	0	0	
1	0	7	0	0	0	0	5	0	0	
1	1	7	0	0	1	1	14	0	0	
1	1	4	1	0	0	0	1	0	0	
0	1	21	0	0	1	1	20	0	0	
1	0	11	0	0	0	1	13	0	0	
1	0	11	0	0	1	0	19	0	0	
1	1	11	0	0	2	0	9	0	0	
1	0	8	0	0	0	1	4	1	0	
1	1	2	0	0	0	1	60	0	0	
1	0	10	0	0	2	1	12	0	0	
0	0	32	0	0	1	0	16	0	0	
0	0	21	0	0	2	0	9	0	0	
1	1	6	0	0	2	1	5	0	0	
1	0	9	0	0	2	1	16	0	0	
1	0	9	0	0	0	0	2	0	0	
1	0	9	0	0	0	1	12	0	0	
0	0	20	0	0	1	0	24	0	0	
0	0	20	0	0	2	0	9	0	0	
1	0	17	0	0	0	0	29	0	0	
0	0	4	0	0	0	0	8	0	0	
0	0	19	0	0	2	0	21	0	0	
0	0	19	0	0	1	1	3	0	0	
1	0	14	0	0	0	1	14	0	0	
1	0	13	0	0	0	0	5	1	0	
1	0	40	0	0	0	0	6	0	0	
1	0	40	0	0	0	0	30	0	0	
1	0	40	0	0	0	0	42	0	0	
2	1	8	0	0	1	1	11	0	0	
0	0	12	0	0	1	1	3	0	0	
1	0	5	0	0	1	0	3	0	0	
1	0	5	0	0	0	0	26	0	0	
2	1	16	0	0	0	1	12	0	0	
0	1	9	0	0	1	1	6	0	0	
2	1	20	0	0	1	1	20	0	0	
1	0	4	0	0	1	1	3	0	0	
1	0	4	0	0	0	0	2	0	0	
2	1	8	0	0	0	0	15	0	0	
2	1	8	0	0	1	0	3	0	0	
2	1	16	0	0	1	1	2	0	0	
2	1	16	0	0	2	1	2	0	0	
2	0	27	0	0	1	0	24	0	0	
0	0	20	0	0	1	0	23	0	0	
1	0	17	0	0	1	1	15	0	0	
2	1	6	0	0	1	0	2	0	0	
1	1	80	0	0	1	1	45	0	0	
1	1	80	0	0	2	1	64	0	0	
1	1	27	0	0	0	1	8	0	0	
0	1	1	0	0	1	1	3	0	0	
1	1	11	0	0	0	1	13	0	0	
1	1	11	0	0	0	1	19	0	0	
1	0	10	0	0	0	0	21	0	0	
1	1	9	0	0	0	0	9	0	0	
0	0	10	0	0	1	0	2	0	0	
2	1	2	1	0	2	1	11	0	0	
0	0	26	0	0	0	1	1	0	0	
1	0	18	0	0	2	0	17	0	0	
1	0	18	0	0	2	1	12	0	0	
1	1	24	0	0	0	1	4	0	0	
1	1	24	0	0	2	1	10	0	0	
2	1	10	0	0	1	1	19	0	0	
0	0	9	0	0	1	0	6	0	0	
2	0	9	0	0	2	0	7	0	0	
1	0	25	0	0	0	0	15	0	0	
0	0	30	0	0	2	1	4	0	0	
0	0	30	0	0	1	0	13	0	0	
0	0	12	0	0	0	0	34	0	0	
1	1	18	0	0	0	0	32	0	0	
1	1	18	0	0	1	0	9	0	0	
2	1	46	0	0	0	1	19	0	0	
1	1	40	0	0	2	1	31	0	0	
2	1	6	0	0	1	0	2	0	0	
1	0	25	0	0	0	0	5	0	0	
1	0	25	0	0	1	0	13	0	0	
2	0	13	0	0	1	1	8	0	0	
2	0	13	0	0	2	0	4	0	0	
1	0	4	0	0	0	0	25	0	0	
2	0	14	0	0	0	0	4	0	0	
2	0	6	0	0	0	0	25	0	0	
2	0	6	0	0	2	0	17	0	0	
1	1	35	0	0	0	1	23	0	0	
2	1	7	0	0	1	1	3	0	0	
2	0	11	0	0	0	0	19	0	0	
1	1	33	0	0	0	1	11	0	0	
1	1	33	0	0	2	1	32	0	0	
0	1	24	0	0	0	0	5	0	0	
2	1	5	0	0	0	0	2	0	0	
2	1	13	0	0	0	0	2	0	0	
1	1	13	0	0	1	1	29	0	0	
2	0	4	0	0	0	0	3	0	0	
2	1	9	1	0	1	1	3	0	0	
2	0	1	0	0	1	1	1	1	0	
2	0	1	0	0	1	1	31	0	0	
2	1	4	0	0	1	1	14	0	0	
0	0	10	0	0	2	0	21	0	0	
0	0	23	0	0	1	0	44	0	0	
2	1	16	0	0	0	0	2	0	0	
1	1	18	0	0	0	0	10	0	0	
1	1	18	0	0	2	0	20	0	0	
2	1	9	0	0	0	1	7	0	0	
2	1	22	0	0	0	1	20	0	0	
2	1	22	0	0	1	1	31	0	0	
0	1	6	0	0	1	0	5	1	0	
2	1	33	0	0	1	1	42	0	0	
0	0	17	0	0	0	0	10	0	0	
2	1	1	0	0	2	1	3	0	0	
0	1	5	0	0	1	1	4	0	0	
2	1	9	0	0	0	0	4	0	0	
2	0	18	0	0	0	0	14	0	0	
2	0	18	0	0	1	0	24	0	0	
2	0	18	0	0	2	0	27	0	0	
2	0	25	0	0	0	0	19	0	0	
2	0	4	0	0	1	0	39	0	0	
2	1	11	0	0	1	0	14	0	0	
2	1	3	0	0	1	0	17	0	0	
2	1	3	0	0	0	1	4	0	0	
2	1	3	0	0	1	1	23	0	0	
2	1	6	0	0	0	1	14	0	0	
0	1	8	0	0	0	1	5	0	0	
2	1	9	0	0	1	1	6	0	0	
1	1	42	0	0	2	1	34	0	0	
1	1	42	0	0	1	1	47	0	0	
1	1	3	0	0	0	1	9	0	0	
2	0	3	0	0	0	1	4	0	0	
2	1	1	1	0	1	0	1	1	0	
2	1	1	1	0	2	0	1	1	0	
0	0	33	0	0	0	0	6	0	0	
0	0	5	0	0	1	0	7	0	0	
1	0	23	0	0	0	1	9	0	0	
0	0	26	0	0	0	0	30	0	0	
0	1	3	0	0	1	0	3	0	0	
1	1	8	0	0	0	0	22	0	0	
1	1	8	0	0	2	0	2	1	0	
2	0	3	1	0	2	0	18	0	0	
1	1	11	0	0	0	0	14	0	0	
1	1	11	0	0	0	0	3	0	0	
1	1	34	0	0	1	1	16	0	0	
0	0	10	0	0	1	1	9	0	0	
0	0	17	0	0	1	0	25	0	0	
1	0	19	0	0	2	0	12	0	0	
0	1	5	0	0	1	1	6	0	0	
1	1	8	0	0	0	0	9	0	0	
2	1	13	0	0	1	1	7	0	0	
1	1	60	0	0	2	1	57	0	0	
2	0	21	0	0	0	0	2	0	0	
1	0	4	0	0	0	0	19	0	0	
1	0	15	0	0	0	0	10	0	0	
0	0	1	0	0	1	0	2	0	0	
0	1	3	0	0	1	1	12	0	0	
1	1	14	0	0	0	1	7	0	0	
1	1	14	0	0	2	1	23	0	0	
1	1	10	0	0	0	1	6	0	0	
0	1	6	0	0	1	1	6	0	0	
0	1	7	1	0	1	1	1	0	0	
0	1	2	0	0	0	0	6	0	0	
0	1	2	0	0	1	1	1	0	0	
0	1	1	0	0	1	1	12	0	0	
0	1	1	0	0	2	1	14	0	0	
1	1	18	0	0	0	1	23	0	0	
1	1	15	0	0	0	0	1	0	0	
1	1	15	0	0	0	0	5	0	0	
1	1	6	0	0	0	1	17	0	0	
0	1	9	0	0	1	1	30	0	0	
1	1	4	0	0	0	0	8	0	0	
1	1	37	0	0	1	1	27	0	0	
1	1	12	0	0	2	0	4	0	0	
1	1	19	0	0	0	0	11	0	0	
1	1	19	0	0	0	1	13	0	0	
1	1	53	0	0	0	1	42	0	0	
1	0	5	0	0	0	0	2	0	0	
0	1	4	0	0	1	0	19	0	0	
1	1	18	0	0	2	1	17	0	0	
0	1	17	0	0	1	1	26	0	0	
0	0	2	0	0	1	1	8	0	0	
0	0	2	0	0	2	0	30	0	0	
0	1	8	0	0	0	1	20	0	0	
0	1	2	0	0	2	0	14	0	0	
1	0	8	0	0	0	1	2	0	0	
1	0	8	0	0	2	1	8	0	0	
1	1	5	0	0	0	1	12	0	0	
