Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
46,2,Aug 31 2002,Sat,(18) Michigan State,56,,Eastern Michigan,7,
47,2,Aug 31 2002,Sat,Minnesota,42,,Texas State,0,
48,2,Aug 31 2002,Sat,Mississippi,31,,Louisiana-Monroe,3,
49,2,Aug 31 2002,Sat,Missouri,33,,Illinois,20,
50,2,Aug 31 2002,Sat,Navy,38,@,Southern Methodist,7,
51,2,Aug 31 2002,Sat,(9) Nebraska,31,,Troy,16,
52,2,Aug 31 2002,Sat,New Mexico,38,,Weber State,24,
53,2,Aug 31 2002,Sat,(25) North Carolina State,34,,East Tennessee State,0,
54,2,Aug 31 2002,Sat,Notre Dame,22,,(21) Maryland,0,
55,2,Aug 31 2002,Sat,(15) Oregon,36,,Mississippi State,13,
56,2,Aug 31 2002,Sat,(24) Penn State,27,,Central Florida,24,
57,2,Aug 31 2002,Sat,Pittsburgh,27,,Ohio,14,
58,2,Aug 31 2002,Sat,Purdue,51,,Illinois State,10,
59,2,Aug 31 2002,Sat,San Jose State,33,@,Arkansas State,14,
60,2,Aug 31 2002,Sat,(22) South Carolina,34,,New Mexico State,24,
61,2,Aug 31 2002,Sat,Southern Mississippi,55,,Jackson State,7,
62,2,Aug 31 2002,Sat,(4) Tennessee,47,,Wyoming,7,
63,2,Aug 31 2002,Sat,(3) Texas,27,,North Texas,0,
64,2,Aug 31 2002,Sat,(23) Texas A&M,31,,Louisiana,7,
65,2,Aug 31 2002,Sat,Texas-El Paso,42,,Sacramento State,12,
66,2,Aug 31 2002,Sat,Tulane,37,,Southern,19,
67,2,Aug 31 2002,Sat,Utah,23,@,Utah State,3,
68,2,Aug 31 2002,Sat,Villanova,37,@,Rutgers,19,
69,2,Aug 31 2002,Sat,(12) Washington State,31,,Nevada,7,
70,2,Aug 31 2002,Sat,West Virginia,56,,Chattanooga,7,
71,2,Aug 31 2002,Sat,Wisconsin,27,@,Nevada-Las Vegas,7,
72,2,Sep 1 2002,Sun,Kentucky,22,@,(17) Louisville,17,
73,2,Sep 1 2002,Sun,(16) Virginia Tech,26,,(14) Louisiana State,8,
74,2,Sep 2 2002,Mon,Cincinnati,36,,Texas Christian,29,
75,2,Sep 2 2002,Mon,(20) Southern California,24,,Auburn,17,
76,3,Sep 5 2002,Thu,Oregon State,35,@,Temple,3,
77,3,Sep 6 2002,Fri,Brigham Young,35,,Hawaii,32,
78,3,Sep 7 2002,Sat,Air Force,38,,New Mexico,31,
79,3,Sep 7 2002,Sat,Alabama-Birmingham,27,,Troy,26,
80,3,Sep 7 2002,Sat,Arizona State,46,,Central Florida,13,
81,3,Sep 7 2002,Sat,Arkansas,41,,Boise State,14,
82,3,Sep 7 2002,Sat,Arkansas State,21,,Tulsa,19,
83,3,Sep 7 2002,Sat,Auburn,56,,Western Carolina,0,
84,3,Sep 7 2002,Sat,Baylor,50,,Samford,12,
85,3,Sep 7 2002,Sat,Boston College,34,,Stanford,27,
86,3,Sep 7 2002,Sat,Buffalo,34,@,Rutgers,11,
87,3,Sep 7 2002,Sat,California,34,,New Mexico State,13,
88,3,Sep 7 2002,Sat,Central Michigan,32,,Wyoming,20,
89,3,Sep 7 2002,Sat,Clemson,33,,Louisiana Tech,13,
90,3,Sep 7 2002,Sat,(17) Colorado,34,,San Diego State,14,
91,3,Sep 7 2002,Sat,Georgia Tech,31,@,Connecticut,14,
92,3,Sep 7 2002,Sat,Holy Cross,30,@,Army,21,
93,3,Sep 7 2002,Sat,Iowa,29,@,Miami (OH),24,
94,3,Sep 7 2002,Sat,Iowa State,58,,Tennessee Tech,6,
95,3,Sep 7 2002,Sat,Kansas State,68,,Louisiana-Monroe,0,
96,3,Sep 7 2002,Sat,Kentucky,77,,Texas-El Paso,17,
97,3,Sep 7 2002,Sat,(24) Louisiana State,35,,Citadel,10,
98,3,Sep 7 2002,Sat,Louisville,40,@,Duke,3,
99,3,Sep 7 2002,Sat,Maryland,44,,Akron,14,
100,3,Sep 7 2002,Sat,(1) Miami (FL),41,@,(6) Florida,16,
101,3,Sep 7 2002,Sat,(7) Michigan,35,,Western Michigan,12,
102,3,Sep 7 2002,Sat,(15) Michigan State,27,,Rice,10,
103,3,Sep 7 2002,Sat,Minnesota,35,@,Louisiana,11,
104,3,Sep 7 2002,Sat,Mississippi,38,,Memphis,16,
105,3,Sep 7 2002,Sat,Missouri,41,,Ball State,6,
106,3,Sep 7 2002,Sat,(9) Nebraska,44,,Utah State,13,
107,3,Sep 7 2002,Sat,Nevada-Las Vegas,31,,Kansas,20,
108,3,Sep 7 2002,Sat,North Carolina,30,@,Syracuse,22,
109,3,Sep 7 2002,Sat,(21) North Carolina State,65,@,Navy,19,
110,3,Sep 7 2002,Sat,North Texas,23,,Nicholls State,0,
111,3,Sep 7 2002,Sat,Northeastern,31,@,Ohio,0,
112,3,Sep 7 2002,Sat,(23) Notre Dame,24,,Purdue,17,
113,3,Sep 7 2002,Sat,(8) Ohio State,51,,Kent State,17,
114,3,Sep 7 2002,Sat,(2) Oklahoma,37,,Alabama,27,
115,3,Sep 7 2002,Sat,Oklahoma State,45,,Northern Iowa,10,
116,3,Sep 7 2002,Sat,(13) Oregon,28,,Fresno State,24,
117,3,Sep 7 2002,Sat,South Florida,37,,Northern Illinois,6,
118,3,Sep 7 2002,Sat,Southern Mississippi,23,,Illinois,20,
119,3,Sep 7 2002,Sat,(4) Tennessee,26,,Middle Tennessee State,3,
120,3,Sep 7 2002,Sat,(20) Texas A&M,14,@,Pittsburgh,12,
121,3,Sep 7 2002,Sat,Texas Christian,48,@,Northwestern,24,
122,3,Sep 7 2002,Sat,Texas Tech,24,@,Southern Methodist,14,
123,3,Sep 7 2002,Sat,Toledo,65,@,Eastern Michigan,13,
124,3,Sep 7 2002,Sat,Tulane,34,@,Houston,13,
125,3,Sep 7 2002,Sat,UCLA,30,,(19) Colorado State,19,
126,3,Sep 7 2002,Sat,Utah,40,,Indiana,13,
127,3,Sep 7 2002,Sat,Vanderbilt,49,,Furman,18,
128,3,Sep 7 2002,Sat,Virginia,34,,(22) South Carolina,21,
129,3,Sep 7 2002,Sat,Wake Forest,27,,East Carolina,22,
130,3,Sep 7 2002,Sat,(14) Washington,34,,San Jose State,10,
131,3,Sep 7 2002,Sat,(11) Washington State,49,,Idaho,14,
132,3,Sep 7 2002,Sat,(25) Wisconsin,34,,West Virginia,17,
133,4,Sep 12 2002,Thu,(11) Virginia Tech,47,,(16) Marshall,21,
134,4,Sep 14 2002,Sat,Alabama,33,,North Texas,7,
135,4,Sep 14 2002,Sat,Arizona,23,,Utah,17,
136,4,Sep 14 2002,Sat,Arizona State,39,@,San Diego State,28,
137,4,Sep 14 2002,Sat,Arkansas,42,,South Florida,3,
138,4,Sep 14 2002,Sat,Auburn,31,,Vanderbilt,6,
139,4,Sep 14 2002,Sat,Ball State,23,,Indiana State,21,
140,4,Sep 14 2002,Sat,Boise State,35,@,Wyoming,13,
141,4,Sep 14 2002,Sat,Bowling Green State,51,,Missouri,28,
142,4,Sep 14 2002,Sat,California,46,@,(15) Michigan State,22,
143,4,Sep 14 2002,Sat,Central Michigan,24,@,Akron,17,
144,4,Sep 14 2002,Sat,Clemson,24,,Georgia Tech,19,
145,4,Sep 14 2002,Sat,(24) Colorado State,36,,Louisville,33,
146,4,Sep 14 2002,Sat,Connecticut,24,@,Buffalo,3,
147,4,Sep 14 2002,Sat,East Carolina,24,,Tulane,20,
148,4,Sep 14 2002,Sat,Eastern Michigan,35,,Southeast Missouri State,32,
149,4,Sep 14 2002,Sat,(12) Florida,34,,Ohio,6,
150,4,Sep 14 2002,Sat,(5) Florida State,37,@,Maryland,10,
151,4,Sep 14 2002,Sat,(9) Georgia,13,@,South Carolina,7,
152,4,Sep 14 2002,Sat,Houston,36,,Louisiana,17,
153,4,Sep 14 2002,Sat,Illinois,59,,Arkansas State,7,
154,4,Sep 14 2002,Sat,Iowa State,36,@,Iowa,31,
155,4,Sep 14 2002,Sat,Kansas,44,,Missouri State,24,
156,4,Sep 14 2002,Sat,Kansas State,63,,Eastern Illinois,13,
157,4,Sep 14 2002,Sat,Kent State,37,,Cal Poly,34,
158,4,Sep 14 2002,Sat,Kentucky,27,,Indiana,17,
159,4,Sep 14 2002,Sat,(25) Louisiana State,33,,Miami (OH),7,
160,4,Sep 14 2002,Sat,Louisiana Tech,53,,Tulsa,9,
161,4,Sep 14 2002,Sat,McNeese State,24,@,Louisiana-Monroe,19,
162,4,Sep 14 2002,Sat,(1) Miami (FL),44,@,Temple,21,
163,4,Sep 14 2002,Sat,Minnesota,31,,Toledo,21,
164,4,Sep 14 2002,Sat,Mississippi State,51,,Jacksonville State,13,
165,4,Sep 14 2002,Sat,Nevada,31,,Brigham Young,28,
166,4,Sep 14 2002,Sat,New Mexico,23,,Baylor,0,
167,4,Sep 14 2002,Sat,(19) North Carolina State,32,,Wake Forest,13,
168,4,Sep 14 2002,Sat,Northwestern,26,,Duke,21,
169,4,Sep 14 2002,Sat,(20) Notre Dame,25,,(7) Michigan,23,
170,4,Sep 14 2002,Sat,(6) Ohio State,25,,(10) Washington State,7,
171,4,Sep 14 2002,Sat,(2) Oklahoma,68,,Texas-El Paso,0,
172,4,Sep 14 2002,Sat,(13) Oregon,58,,Idaho,21,
173,4,Sep 14 2002,Sat,Oregon State,47,,Nevada-Las Vegas,17,
174,4,Sep 14 2002,Sat,Penn State,40,,(8) Nebraska,7,
175,4,Sep 14 2002,Sat,Pittsburgh,26,@,Alabama-Birmingham,20,
176,4,Sep 14 2002,Sat,Purdue,28,,Western Michigan,24,
177,4,Sep 14 2002,Sat,Rutgers,44,,Army,0,
178,4,Sep 14 2002,Sat,(17) Southern California,40,@,(18) Colorado,3,
179,4,Sep 14 2002,Sat,Southern Mississippi,33,,Memphis,14,
180,4,Sep 14 2002,Sat,Stanford,63,,San Jose State,26,
181,4,Sep 14 2002,Sat,Syracuse,63,,Rhode Island,17,
182,4,Sep 14 2002,Sat,(3) Texas,52,@,North Carolina,21,
183,4,Sep 14 2002,Sat,Texas Christian,17,,Southern Methodist,6,
184,4,Sep 14 2002,Sat,Texas Tech,42,,Mississippi,28,
185,4,Sep 14 2002,Sat,Troy,40,,Southern Utah,15,
186,4,Sep 14 2002,Sat,(23) UCLA,38,@,Oklahoma State,24,
187,4,Sep 14 2002,Sat,Utah State,38,,Idaho State,33,
188,4,Sep 14 2002,Sat,West Virginia,35,@,Cincinnati,32,
189,4,Sep 14 2002,Sat,(22) Wisconsin,24,,Northern Illinois,21,
190,5,Sep 19 2002,Thu,Auburn,42,@,Mississippi State,14,
191,5,Sep 20 2002,Fri,Marshall,26,,Central Florida,21,
192,5,Sep 21 2002,Sat,Air Force,23,@,(23) California,21,
193,5,Sep 21 2002,Sat,Alabama,20,,Southern Mississippi,7,
194,5,Sep 21 2002,Sat,Arkansas State,33,@,Louisiana-Monroe,21,
195,5,Sep 21 2002,Sat,Baylor,37,,Tulsa,25,
196,5,Sep 21 2002,Sat,Bowling Green State,39,@,Kansas,16,
197,5,Sep 21 2002,Sat,Clemson,30,,Ball State,7,
198,5,Sep 21 2002,Sat,Colorado,31,@,(20) UCLA,17,
199,5,Sep 21 2002,Sat,Connecticut,37,,Ohio,19,
200,5,Sep 21 2002,Sat,(10) Florida,30,@,(4) Tennessee,13,
201,5,Sep 21 2002,Sat,(5) Florida State,48,,Duke,17,
202,5,Sep 21 2002,Sat,(8) Georgia,45,,Northwestern State,7,
203,5,Sep 21 2002,Sat,Georgia Tech,28,,Brigham Young,19,
204,5,Sep 21 2002,Sat,Hawaii,31,@,Texas-El Paso,6,
205,5,Sep 21 2002,Sat,Idaho,48,,San Diego State,38,
206,5,Sep 21 2002,Sat,Indiana,39,,Central Michigan,29,
207,5,Sep 21 2002,Sat,Iowa,48,,Utah State,7,
208,5,Sep 21 2002,Sat,(21) Iowa State,42,,Troy,12,
209,5,Sep 21 2002,Sat,(25) Kansas State,27,,(11) Southern California,20,
210,5,Sep 21 2002,Sat,Kentucky,44,,Middle Tennessee State,22,
211,5,Sep 21 2002,Sat,Louisiana,34,,Alabama-Birmingham,0,
212,5,Sep 21 2002,Sat,Louisville,45,@,Army,14,
213,5,Sep 21 2002,Sat,Maryland,45,,Eastern Michigan,3,
214,5,Sep 21 2002,Sat,Memphis,38,,Tulane,10,
215,5,Sep 21 2002,Sat,(1) Miami (FL),38,,Boston College,6,
216,5,Sep 21 2002,Sat,Miami (OH),27,,Kent State,20,
217,5,Sep 21 2002,Sat,(14) Michigan,10,,Utah,7,
218,5,Sep 21 2002,Sat,Minnesota,41,,Buffalo,17,
219,5,Sep 21 2002,Sat,Mississippi,45,,Vanderbilt,38,
220,5,Sep 21 2002,Sat,Nevada,31,,Rice,21,
221,5,Sep 21 2002,Sat,New Mexico State,24,,New Mexico,13,
222,5,Sep 21 2002,Sat,(17) North Carolina State,51,@,Texas Tech,48,
223,5,Sep 21 2002,Sat,Northwestern,49,@,Navy,40,
224,5,Sep 21 2002,Sat,(12) Notre Dame,21,@,Michigan State,17,
225,5,Sep 21 2002,Sat,(6) Ohio State,23,@,Cincinnati,19,
226,5,Sep 21 2002,Sat,Oklahoma State,52,,Southern Methodist,16,
227,5,Sep 21 2002,Sat,(9) Oregon,41,,Portland State,0,
228,5,Sep 21 2002,Sat,Oregon State,59,,Fresno State,19,
229,5,Sep 21 2002,Sat,(15) Penn State,49,,Louisiana Tech,17,
230,5,Sep 21 2002,Sat,Pittsburgh,23,,Rutgers,3,
231,5,Sep 21 2002,Sat,San Jose State,38,@,Illinois,35,
232,5,Sep 21 2002,Sat,South Carolina,42,,Temple,21,
233,5,Sep 21 2002,Sat,(3) Texas,41,,Houston,11,
234,5,Sep 21 2002,Sat,Texas Christian,16,,North Texas,10,
235,5,Sep 21 2002,Sat,Toledo,38,,Nevada-Las Vegas,21,
236,5,Sep 21 2002,Sat,Virginia,48,,Akron,29,
237,5,Sep 21 2002,Sat,(7) Virginia Tech,13,@,(19) Texas A&M,3,
238,5,Sep 21 2002,Sat,Wake Forest,24,@,Purdue,21,
239,5,Sep 21 2002,Sat,(13) Washington,38,,Wyoming,7,
240,5,Sep 21 2002,Sat,(16) Washington State,45,,Montana State,28,
241,5,Sep 21 2002,Sat,Western Illinois,29,@,Northern Illinois,26,
242,5,Sep 21 2002,Sat,(22) Wisconsin,31,,Arizona,10,
243,6,Sep 26 2002,Thu,Louisville,26,,(4) Florida State,20,
244,6,Sep 27 2002,Fri,Texas Tech,49,@,New Mexico,0,
245,6,Sep 28 2002,Sat,Air Force,30,@,Utah,26,
246,6,Sep 28 2002,Sat,Alabama,30,@,Arkansas,12,
247,6,Sep 28 2002,Sat,Alabama-Birmingham,31,,Memphis,17,
248,6,Sep 28 2002,Sat,Arizona,14,,North Texas,9,
249,6,Sep 28 2002,Sat,Arizona State,65,,Stanford,24,
250,6,Sep 28 2002,Sat,Arkansas State,30,,Tennessee-Martin,10,
251,6,Sep 28 2002,Sat,Auburn,37,,Syracuse,34,
252,6,Sep 28 2002,Sat,Ball State,24,@,Connecticut,21,
253,6,Sep 28 2002,Sat,Boise State,63,,Utah State,38,
254,6,Sep 28 2002,Sat,Boston College,43,,Central Michigan,0,
255,6,Sep 28 2002,Sat,Central Florida,48,,Liberty,17,
256,6,Sep 28 2002,Sat,Cincinnati,35,@,Temple,22,
257,6,Sep 28 2002,Sat,(25) Colorado State,32,@,Nevada,28,
258,6,Sep 28 2002,Sat,Duke,43,@,Navy,17,
259,6,Sep 28 2002,Sat,Eastern Michigan,48,,Southern Illinois,45,
260,6,Sep 28 2002,Sat,(7) Florida,41,,Kentucky,34,
261,6,Sep 28 2002,Sat,Fresno State,31,@,Rice,28,
262,6,Sep 28 2002,Sat,(8) Georgia,41,,New Mexico State,10,
263,6,Sep 28 2002,Sat,Georgia Tech,21,@,North Carolina,13,
264,6,Sep 28 2002,Sat,Hawaii,42,,Southern Methodist,10,
265,6,Sep 28 2002,Sat,Iowa,42,@,(12) Penn State,35,
266,6,Sep 28 2002,Sat,(19) Iowa State,36,,(20) Nebraska,14,
267,6,Sep 28 2002,Sat,Kansas,43,@,Tulsa,33,
268,6,Sep 28 2002,Sat,(22) Louisiana State,31,,Mississippi State,13,
269,6,Sep 28 2002,Sat,Maryland,37,,Wofford,8,
270,6,Sep 28 2002,Sat,Miami (OH),48,@,Akron,31,
271,6,Sep 28 2002,Sat,(14) Michigan,45,@,Illinois,28,
272,6,Sep 28 2002,Sat,Michigan State,39,,Northwestern,24,
273,6,Sep 28 2002,Sat,Missouri,44,,Troy,7,
274,6,Sep 28 2002,Sat,(17) North Carolina State,56,,Massachusetts,24,
275,6,Sep 28 2002,Sat,Northern Illinois,13,,Kent State,6,
276,6,Sep 28 2002,Sat,Ohio,34,,Buffalo,32,
277,6,Sep 28 2002,Sat,(6) Ohio State,45,,Indiana,17,
278,6,Sep 28 2002,Sat,(2) Oklahoma,31,,South Florida,14,
279,6,Sep 28 2002,Sat,Pittsburgh,37,,Toledo,19,
280,6,Sep 28 2002,Sat,Purdue,28,,Minnesota,15,
281,6,Sep 28 2002,Sat,San Jose State,58,,Texas-El Paso,24,
282,6,Sep 28 2002,Sat,South Carolina,20,@,Vanderbilt,14,
283,6,Sep 28 2002,Sat,Southeast Missouri State,24,@,Middle Tennessee State,14,
284,6,Sep 28 2002,Sat,(18) Southern California,22,,(23) Oregon State,0,
285,6,Sep 28 2002,Sat,Southern Mississippi,27,@,Army,6,
286,6,Sep 28 2002,Sat,(11) Tennessee,35,,Rutgers,14,
287,6,Sep 28 2002,Sat,(3) Texas,49,@,Tulane,0,
288,6,Sep 28 2002,Sat,(24) Texas A&M,31,,Louisiana Tech,3,
289,6,Sep 28 2002,Sat,UCLA,43,@,San Diego State,7,
290,6,Sep 28 2002,Sat,Virginia,38,@,Wake Forest,34,
291,6,Sep 28 2002,Sat,(5) Virginia Tech,30,@,Western Michigan,0,
292,6,Sep 28 2002,Sat,(13) Washington,41,,Idaho,27,
293,6,Sep 28 2002,Sat,(16) Washington State,48,@,California,38,
294,6,Sep 28 2002,Sat,West Virginia,37,,East Carolina,17,
295,7,Oct 3 2002,Thu,(11) Florida State,48,,Clemson,31,
296,7,Oct 3 2002,Thu,Minnesota,31,,Illinois,10,
297,7,Oct 4 2002,Fri,Brigham Young,35,@,Utah State,34,
298,7,Oct 4 2002,Fri,Fresno State,32,,(25) Colorado State,30,
299,7,Oct 5 2002,Sat,Air Force,48,,Navy,7,
300,7,Oct 5 2002,Sat,Arkansas State,13,,Middle Tennessee State,7,
301,7,Oct 5 2002,Sat,Baylor,35,,Kansas,32,
302,7,Oct 5 2002,Sat,Boise State,58,,Hawaii,31,
303,7,Oct 5 2002,Sat,Bowling Green State,72,,Ohio,21,
304,7,Oct 5 2002,Sat,California,34,@,(12) Washington,27,
305,7,Oct 5 2002,Sat,Colorado,35,,(13) Kansas State,31,
306,7,Oct 5 2002,Sat,East Carolina,59,,Army,24,
307,7,Oct 5 2002,Sat,Eastern Michigan,42,,Akron,34,
308,7,Oct 5 2002,Sat,(7) Georgia,27,@,(22) Alabama,25,
309,7,Oct 5 2002,Sat,(24) Iowa,31,,Purdue,28,
310,7,Oct 5 2002,Sat,(21) Louisiana State,48,,Louisiana,0,
311,7,Oct 5 2002,Sat,Marshall,42,@,Kent State,21,
312,7,Oct 5 2002,Sat,Maryland,48,@,West Virginia,17,
313,7,Oct 5 2002,Sat,(1) Miami (FL),48,,Connecticut,14,
314,7,Oct 5 2002,Sat,Miami (OH),31,@,Cincinnati,26,
315,7,Oct 5 2002,Sat,Mississippi,17,,(6) Florida,14,
316,7,Oct 5 2002,Sat,Montana,38,@,Idaho,31,
317,7,Oct 5 2002,Sat,Nebraska,38,,McNeese State,14,
318,7,Oct 5 2002,Sat,Nevada-Las Vegas,21,,Nevada,17,
319,7,Oct 5 2002,Sat,New Mexico State,49,,Texas-El Paso,14,
320,7,Oct 5 2002,Sat,North Carolina,38,@,Arizona State,35,
321,7,Oct 5 2002,Sat,Northern Illinois,41,@,Ball State,29,
322,7,Oct 5 2002,Sat,(9) Notre Dame,31,,Stanford,7,
323,7,Oct 5 2002,Sat,(5) Ohio State,27,@,Northwestern,16,
324,7,Oct 5 2002,Sat,(3) Oklahoma,31,@,Missouri,24,
325,7,Oct 5 2002,Sat,(8) Oregon,31,@,Arizona,14,
326,7,Oct 5 2002,Sat,(20) Penn State,34,@,(19) Wisconsin,31,
327,7,Oct 5 2002,Sat,Pittsburgh,48,@,Syracuse,24,
328,7,Oct 5 2002,Sat,Rice,37,,Louisiana Tech,20,
329,7,Oct 5 2002,Sat,San Jose State,34,@,Southern Methodist,23,
330,7,Oct 5 2002,Sat,South Carolina,34,,Mississippi State,10,
331,7,Oct 5 2002,Sat,South Florida,24,@,North Texas,17,
332,7,Oct 5 2002,Sat,(10) Tennessee,41,,Arkansas,38,
333,7,Oct 5 2002,Sat,(2) Texas,17,,Oklahoma State,15,
334,7,Oct 5 2002,Sat,Texas Christian,34,,Houston,17,
335,7,Oct 5 2002,Sat,Texas Tech,48,@,(23) Texas A&M,47,
336,7,Oct 5 2002,Sat,Troy,41,,Austin Peay,3,
337,7,Oct 5 2002,Sat,Tulane,52,@,Louisiana-Monroe,9,
338,7,Oct 5 2002,Sat,UCLA,43,@,Oregon State,35,
339,7,Oct 5 2002,Sat,Virginia,27,@,Duke,22,
340,7,Oct 5 2002,Sat,Wake Forest,24,@,Georgia Tech,21,
341,7,Oct 5 2002,Sat,(17) Washington State,30,,(18) Southern California,27,
342,7,Oct 5 2002,Sat,Western Michigan,31,@,Buffalo,17,
343,7,Oct 5 2002,Sat,Wyoming,34,,Citadel,30,
344,8,Oct 8 2002,Tue,Louisville,38,@,Memphis,32,
345,8,Oct 10 2002,Thu,Minnesota,45,,Northwestern,42,
346,8,Oct 10 2002,Thu,(4) Virginia Tech,28,@,Boston College,23,
347,8,Oct 12 2002,Sat,(21) Air Force,52,,Brigham Young,9,
348,8,Oct 12 2002,Sat,Akron,49,,Liberty,21,
349,8,Oct 12 2002,Sat,Alabama-Birmingham,51,,Houston,34,
350,8,Oct 12 2002,Sat,Arizona State,13,,Oregon State,9,
351,8,Oct 12 2002,Sat,Arkansas,38,@,(24) Auburn,17,
352,8,Oct 12 2002,Sat,Boise State,52,@,Tulsa,24,
353,8,Oct 12 2002,Sat,Bowling Green State,45,@,Central Michigan,35,
354,8,Oct 12 2002,Sat,Central Florida,31,@,Western Michigan,27,
355,8,Oct 12 2002,Sat,Colorado,53,@,Kansas,29,
356,8,Oct 12 2002,Sat,Colorado State,44,,Wyoming,36,
357,8,Oct 12 2002,Sat,Fresno State,30,,Southern Methodist,7,
358,8,Oct 12 2002,Sat,(6) Georgia,18,,(10) Tennessee,13,
359,8,Oct 12 2002,Sat,Hawaii,59,,Nevada,34,
360,8,Oct 12 2002,Sat,Illinois,38,,Purdue,31,
361,8,Oct 12 2002,Sat,Indiana,32,,(23) Wisconsin,29,
362,8,Oct 12 2002,Sat,(17) Iowa,44,,Michigan State,16,
363,8,Oct 12 2002,Sat,(11) Iowa State,31,,Texas Tech,17,
364,8,Oct 12 2002,Sat,(19) Kansas State,44,,Oklahoma State,9,
365,8,Oct 12 2002,Sat,(18) Louisiana State,36,@,(16) Florida,7,
366,8,Oct 12 2002,Sat,Louisiana-Monroe,34,,Idaho,14,
367,8,Oct 12 2002,Sat,Marshall,66,,Buffalo,21,
368,8,Oct 12 2002,Sat,(1) Miami (FL),28,,(9) Florida State,27,
369,8,Oct 12 2002,Sat,(13) Michigan,27,,(15) Penn State,24,
370,8,Oct 12 2002,Sat,Middle Tennessee State,21,@,Vanderbilt,20,
371,8,Oct 12 2002,Sat,(25) Mississippi,52,,Arkansas State,17,
372,8,Oct 12 2002,Sat,Mississippi State,11,,Troy,8,
373,8,Oct 12 2002,Sat,Nebraska,24,,Missouri,13,
374,8,Oct 12 2002,Sat,New Mexico,25,@,Nevada-Las Vegas,16,
375,8,Oct 12 2002,Sat,New Mexico State,31,,Louisiana,28,
376,8,Oct 12 2002,Sat,(14) North Carolina State,34,@,North Carolina,17,
377,8,Oct 12 2002,Sat,Northern Illinois,48,@,Miami (OH),41,
378,8,Oct 12 2002,Sat,(8) Notre Dame,14,,Pittsburgh,6,
379,8,Oct 12 2002,Sat,Ohio,55,,Eastern Michigan,27,
380,8,Oct 12 2002,Sat,(5) Ohio State,50,,San Jose State,7,
